6790.371474147052	27	9865	10292
-2552.6096360743622	250	10763	11442
1651.3480581163676	2083	10455	10508
6949.904569407659	34	11353	11658
2059.19403138901	24	13187	11032
-508.0844067725784	255	4379	3981
55.61897712036241	1995	5277	5131
-1607.0573403952421	37	11045	10724
689.732876918946	303	11943	11874
-1933.0697600268843	140	12879	10098
-3583.619288800599	79	12841	13024
1239.0554412332042	102	4969	4197
-1491.672878809465	35	6462	6688
-4685.666826407978	170	11585	10853
367.3680804085865	101	12483	12003
-1495.049868998458	109	13419	10227
2372.7305005391054	150	5509	4326
-4677.009513332927	69	10682	8578
-200.94549770111107	1769	11580	9728
7739.065191182488	142	11277	9919
1973.2668589160749	1312	13073	12219
34.90232029563865	224	6997	5692
1069.1391943978606	311	12765	11285
-3230.306917647696	174	10051	12094
-4952.320554192886	39	10949	13244
252.70805753533446	53	6689	4758
-1618.0185044508307	108	11812	8923
451.47906797991556	82	8807	12936
-627.0257036228381	891	13300	10289
-1279.6966982869658	75	6058	8274
499.7679465961838	2290	11181	12439
-243.66541982795871	52	6921	3953
-58.092941934672	28	7819	5103
-2247.384322497634	1960	9342	11940
-1201.5310860419163	282	11771	12655
-331.46798703024103	115	7511	4169
-241.17159593350829	158	12669	13805
-792.6624855578544	134	16894	16820
-1511.4961402694046	25	23560	23563
566.9376189040509	104	8984	10919
-1092.5106503227387	75	6285	6344
302.5335600898971	77	7183	7494
-547.4882174680263	257	11105	10700
-3034.8762826248535	1971	12003	11850
-1624.2917756321951	21	5041	7186
-2189.4600729587482	84	18669	18593
433.53440113588493	124	9266	10201
-1045.6220892974384	270	11062	12501
258.92825408817635	232	10759	12692
-1950.71537092895	135	11998	10725
-1016.7085662244384	41	13491	13216
-3660.4420461144705	22	4683	6165
259.8962156487762	270	9856	10417
-369.1284112075267	74	9498	9396
-242.61374108193434	45	10396	10546
6360.927798802265	57	12230	9920
323.82895894281876	120	13128	11070
-841.039900740322	58	6761	7747
-1570.2511272766699	1441	4320	4019
264.7918803760481	1189	5218	5169
-231.48115566143176	234	10986	10762
1346.1508552357568	2574	11884	11912
-543.896387737271	684	82580	82579
-4176.644002837696	100	7301	7876
-1765.6369784532706	1333	5500	4451
-1345.6907071834491	33	6398	5601
1194.5926887828273	2081	11521	9766
-245.84086940552115	81	4279	7751
3809.7969825812506	191	11218	9957
477.3043734011815	267	12116	11107
314.3808646138401	343	2713	2715
-42.179401134025156	2139	9402	11916
-106.22335028836497	834	6040	4580
125.6739233171793	700	6938	5730
-132.0326094450139	94	11213	8832
641.8635795337844	2301	12111	9982
-1038.2348478149295	196	11808	10173
0.08559109321374438	21	13642	9547
962.9118817988325	271	6630	4796
-1069.8650636187663	1701	11753	8961
10834.323471189071	85	8748	12974
-476.6574947990123	85	10582	12348
-217.80365852502797	190	7220	5012
561.239047062793	62	12343	9177
1074.2529338343552	182	10224	11327
-371.8146603627037	443	6862	3991
-678.3578803234968	158	12933	9393
-276.3084719139589	106	34160	34164
763.3594120269144	2500	11117	11352
-2803.686921344608	192	10814	11543
180.64706434595624	142	11712	12693
4661.079783647032	160	11404	11759
929.652655004259	108	12302	12909
4946.995647650224	27	13200	14059
-936.8215519915324	128	13165	8588
1338.3898347997658	2579	11349	10547
1050.2477413152578	200	12842	13038
217.34699248875896	65	13755	8804
890.874332633835	57	18610	18631
513.472880448072	38	6766	6511
5196.024610841133	73	10105	11389
-1407.2332015436969	282	11003	12539
285.67158579617103	220	11939	10763
-10.251082749177536	306	13432	13254
-256.8889291427225	899	4624	6203
113.1587977832935	213	5522	7353
3369.1680653290455	22	6458	5577
-1141.6607532872265	2123	9797	10455
1303.3567971051339	40	7356	6727
1283.134886905217	2725	10695	11605
2886.0169735066147	1587	4619	5078
-6830.293648736961	27	5517	6228
-259.05045331146954	489	5214	6419
-580.7944299899319	23	6112	7569
740.5203323171211	216	9439	9434
-5086.08046056255	99	10337	10584
-4699.499071304448	38	13069	11108
343.81223123336434	2456	4261	4057
317.88631027812744	315	10332	9459
6998.505498768545	93	10029	9650
313.7455218026587	238	13659	11324
2208.283367152602	1889	4851	4273
