-5412.485216312842	219	14140	13394
-495.0278666258401	224	15038	14544
-1826.7934308305419	40	15936	15694
-5390.365874321812	26	16531	17035
-338.1311240720203	197	10455	10508
-297.5883391539887	170	11353	11658
1165.1131784486056	75	12251	12808
258.2223130487103	260	94146	94167
-182.0902589244399	60	14675	12398
154.41947174234204	201	14372	12589
6455.282614431633	2289	15270	13739
2481.8928083740943	56	16168	14889
7094.353084688424	100	17066	16039
-157.67636235205478	593	9194	7212
455.206341380255	55	12483	12003
2486.57570715322	72	12210	16540
-2349.0712838203094	45	7950	8054
-35.82095213246615	233	95921	95940
207.64567093611828	240	5236	8863
153.37948415004556	46	91641	91713
6533.868590771919	159	16400	14084
-1312.9975791132313	125	12765	11285
-313.1107775939718	121	7587	5908
-4038.712583248549	60	12442	15735
-1695.639815246445	42	6366	9208
-6324.085563709153	2171	15764	16475
-1060.8064571132902	159	16359	17816
-3987.6908572435536	57	32731	32760
4232.662027838454	228	13622	16167
-1811.1426536657789	80	11181	12439
464.0270436805379	35	8717	6253
-4246.846732365757	1989	15996	15670
3633.976999231206	1670	16894	16820
-718.2426980454685	97	12361	12871
-34.73269519526003	276	14157	15171
5032.652913653633	1045	14752	16512
2484.263072653894	57	6285	6344
-2158.2229839077827	55	7183	7494
1121.4774437227977	255	8081	8644
6770.904942416865	771	17176	16102
-166.1370672172858	288	12896	11875
10738.947486975849	308	13491	13216
-1346.0492666601585	160	14389	14366
-1041.5311750321844	45	7415	6689
-2032.746459797597	37	8313	7839
422.7597694501184	170	17408	15297
-583.139633282649	39	11329	17167
-3762.4049901860553	196	14671	13648
4675.178290563763	736	14621	13561
4507.345157017953	443	7647	5884
52.122371536809105	519	8545	7034
-4914.365105073921	194	5808	5385
-613.0014591884452	78	6706	6535
-1769.9498126634935	65	11561	16362
4269.321890849588	703	7301	7876
-3073.649553537581	2232	15801	13993
603.2444652983886	288	17597	16293
267.5120863238621	238	13682	16143
3084.475196397701	75	14580	17293
-3007.05378739131	33	97350	97344
-2392.111173772303	121	15438	11847
-5860.585891664225	81	16336	12997
1838.0883272335889	66	16931	14338
718.3123500942503	352	9059	5511
-6614.038240464047	1309	13871	17139
916.9167198957699	138	5404	6971
3804.868218643243	336	6302	8121
-347.5612098076261	86	5999	8312
-3589.168392256661	258	15397	15579
-1197.2174770372465	39	17193	17879
-2956.5782741973276	1238	11712	12693
-9243.771847457	2342	12610	13843
556.191194486576	771	8350	5357
1897.8157139343339	850	6534	7316
10389.26496429411	995	15932	14583
8887.505887636984	277	15629	14774
1879.1693706770207	104	16527	15924
3943.1174694643005	556	5290	8158
-105.93283522034275	56	12892	13125
-6380.110869768091	184	15283	16766
-1508.2706271922511	77	12842	13038
2102.606171440634	126	6766	6511
170.64312123509865	301	17707	16356
-1481.652041468791	27	5522	7353
-319.4188324102025	45	17657	16269
-3022.7827406980946	44	14022	13470
868.5544526066362	44	14920	14620
-2135.0514055234303	32	15818	15770
-4952.87574222154	41	15515	15961
1332.3556785688986	85	7048	5793
-1934.901918656061	28	7946	6943
-1443.6529964337892	34	8541	8284
-1984.6113771724195	26	4261	4057
5592.960538087959	275	13659	11324
2426.881369679665	153	13356	11515
793.2247276025873	187	15152	13815
-2298.440230329374	29	16050	14965
2302.6676355805907	83	6339	5639
1854.3019983837296	71	7237	6789
6830.651328914133	2325	11194	15466
-4979.491016334771	297	16332	14247
-2754.485864225743	823	13618	15056
10217.193488307941	280	14516	16206
-6982.515020716385	21	16867	13251
-153.06650686579113	298	16564	13442
28.385702156372222	375	17462	14592
