-55.1230335333854	184	9865	10292
-7016.707567215173	74	7282	9110
-966.1249069507835	36	8218	7334
2152.654871691048	2282	9116	8484
-645.3764455034599	32	8813	8675
-3844.228847395837	142	3789	3765
7341.488572977362	2681	8064	6867
-2082.5190381995594	1105	8962	8017
-5065.371714685384	29	9860	9167
245.97355792138438	121	9557	9358
-2837.2082607717657	36	10301	10041
392.6475334616174	1541	4379	3981
-238.31733303264528	317	7668	8772
-4680.475321074121	218	8604	6996
10848.59780116671	601	5123	4664
-2354.759677889325	270	8450	6529
-2389.1228117229384	59	4969	4197
812.4619514396214	330	51817	51837
-298.79850735844246	31	7509	7180
183.1772240441404	24	7206	7371
984.0555916780971	25	10533	9236
10448.612082308482	246	9784	7428
-138.26898566328376	34	6253	5009
13234.122925315263	89	9630	6961
-466.06550629181044	45	10528	8111
124.0009397231132	365	5945	4075
-5598.6300281017875	37	10170	7090
582.9246668891082	53	8485	7058
248.98251084226771	479	8182	7249
4755.17936586035	317	6520	9675
7065.077476572128	1160	10016	6623
2144.340072378382	222	9229	7741
12.986975760284999	50	32731	32760
-150.66276118353923	184	6802	8957
-2079.5706853247348	103	7700	10107
3986.4929048767467	28	15456	15541
-8428.003039951436	250	7546	9640
-59.87882301031018	20	66683	66663
-459.00247859779876	37	16150	16137
-28.086551594332338	229	8290	10323
-2130.7264672472065	121	7188	8619
9123.396696267131	50	8086	9769
-5725.867406465417	1401	7337	7961
3054.5825923843126	1708	7034	8152
3036.5864742390086	286	8081	8644
2748.8032453718615	954	8522	9518
-8470.514323841948	97	9266	10201
-451.90539149985085	339	4242	5291
4355.2431958392135	524	3939	5482
-9.763777270921992	40	14389	14366
-5135.386117172597	104	7569	7156
-3772.8347456154884	22	4088	4824
-2128.790267080257	169	3934	4357
-904.3859040244572	67	15728	16390
-3547.4343359339805	267	9057	8522
23.38207522094316	317	8754	8713
-2907.1094820545563	305	9801	9205
7409.687225215441	77	9498	9396
6405.330987235335	127	4474	4486
3854.2698929136354	2168	8749	7588
199.97201368274355	101	10545	9888
-671.9213531036911	145	6761	7747
-5680.124420616786	105	4320	4019
70.58847623200032	189	5218	5169
804.7941455163303	1989	8545	7034
138.22849427568164	20	7455	8343
-308.023695757197	250	6706	6535
835.8190020356866	232	9135	7250
3354.23652599977	2369	7147	7409
1100.1168609323738	124	8981	6783
18648.682164536414	27	9879	7933
165.41922520714294	46	6993	6942
15.087169930052719	328	39457	39479
209.07222020598888	26	5296	3897
-119.51916971926306	231	2713	2715
1007.7969684082809	21	10469	8149
-3072.676370086149	56	42587	42678
185.80597328830652	85	43331	43361
799.94602768563	60	8272	6629
38.311658351915476	53	15551	16046
341.5665247754131	267	6743	8995
-3945.2635013640233	2443	6589	8528
-4.411522083092159	157	34160	34164
-3992.5602500425553	2641	7333	9211
662.0914333067248	25	15937	15708
-6699.02823865465	66	6975	8190
244.67621122471652	48	6226	6382
8138.754477886269	162	8617	10023
-798.500961484536	291	9053	9772
-1389.8625969007599	2766	7510	7194
-3852.7779717108297	31	4029	4862
2624.6025062025965	656	3726	5053
-671.3598653149163	3101	7356	6727
327.3214033551476	132	52562	52534
-879.5930329374598	368	4470	5736
-1129.6052936902713	40	15818	15770
-2572.9416399073107	45	4619	5078
305.8808779068894	288	8844	8093
-794.4348837609512	208	4415	4524
-3415.6002445462113	2671	8690	7626
-3022.045904661857	82	10183	10117
236.67604645388124	57	3363	2907
-3043.0872203075774	132	4261	4057
-2978.1931093487037	2478	8536	7159
-7591.773806477695	51	5005	4740
-1632.8442149083307	61	8332	6605
-162.38312548232062	2588	9230	7755
-4996.990209765084	144	4697	3806
-6206.770853435911	72	8922	6821
-2833.2747271944136	31	5441	4489
-827.1882578821352	492	5287	4022
-110.80391838772609	29	10256	7720
-1719.1670129553083	41	40886	40883
-1924.6254730164578	36	10102	7253
-549.1624110685847	132	36606	36656
-6021.802083937225	134	9898	6699
13667.009462323884	311	6838	9500
-4073.115679169176	670	7582	10183
-187.41331633783872	496	64923	64906
7691.343736695721	2387	6530	8566
-5633.7194386072315	74	10006	9773
346.36386544920083	348	8712	10528
5890.982308777679	84	7065	7570
-345.2313386743928	27	8558	10061
-1350.600789306923	45	6911	7103
